Genl group,Order acro,Order,Family acro,Family,Subfam acro,Genus,Species,Species acro1,Species acro2,Uncertain Id1,Common name,Comments,Growth form,Growth form,Cultivated only?8,Plant type2,Plant type2,Plant type2,Habitat (weeds) 3,Habitat (weeds) 3,Habitat (weeds) 3,Habitat (weeds) 3,Location 4,Location 4,Location 4,Location 4,B2,B3 incl. hammock5,NWH (NW hammock),B5,B6,B10,B16,Status6,Status6,Sources7,,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,Euph,Cnidoscolus,stimulosus,CniSti,CnSt,NA,NA,NA,Herb,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,8235,CentLabs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4also],,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,Euph,Croton,linearis,CroLin,CrLi,NA,NA,NA,NA,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Euphorbia,graminea,EupGra,EuGr,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,WdDi,NA,NA,NA,WdDi,B3H,NWH,NA,NA,WdDi,WdDi,NA,NA,[4also],,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Euphorbia,lactea,EupLac,EuLa,NA,NA,NA,Shrub,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,Wfence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Gymnanthes,lucida,GymLuc,GyLu,Fam,Crabwood,Need flowers or fruit to confirm,Shrub,Tree,N,Ham,NA,NA,NA,NA,NA,NA,Ham,NA,NA,NA,NA,B3H?,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Jatropha,curcas,JatCur,JaCu,NA,Physics nut,NA,Tree,Shrub,Y,Landsc,crop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,B3H?,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Jatropha,integerrima,JatInt,JaIn,NA,NA,"Red flowers, fiddle-like leaves",Shrub,Tree,Y,Landsc,NA,NA,NA,NA,NA,NA,B1c,S.Entr.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Manihot,esculenta,ManEsc,MaEs,Sp.,Cassava,NA,Shrub,Tree,N,Landsc,crop,Weed,Ham,NA,NA,NA,8267,VergelHome,B3ham?,NA,NA,B3H?,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Poincettia ,cyathophora,PoiCya,PoCy,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,8235,CentLabs,NA,NA,NF,NF,NA,B5,NA,NF,NA,NA,NA,[4also],,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Poincettia ,heterophylla,PoiHet,PoHe,NA,NA,NA,Herb,NA,N,Weed,NA,NA,Veg,NA,NA,NA,WdDi,NA,NA,NA,WdDi,B3H,NA,NA,B6,WdDi,WdDi,NA,NA,NA,,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Ricinus,communis,RicCom,RiCo,NA,NA,NA,Tree,Shrub,N,weed,NA,NA,L&L,Veg,NA,NA,B14,NA,NA,NA,NF,NF,NA,NA,NA,NF,NA,NA,NA,NA,,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Tragia,saxicola,TraSax,TrSa,NA,NA,NA,NA,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.5,Faba,Fabales,Faba,Fabaceae,NA,Abrus,precatorius,AbrPre,AbPr,NA,NA,NA,Vine,NA,N,Weed,NA,NA,L&L,Roc,Ham,NA,WdDi,NA,NA,NA,WdDi,B3H,NWH,NA,NA,WdDi,NA,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,NA,Acacia,auriculiformis,AcaAur,AcAu,NA,NA,NA,Tree,shrub,N,Weed,NA,NA,Roc,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.5,Faba,Fabales,Faba,Fabaceae,NA,Aeschynomene,americana,AesAme,AeAm,NA,Shyleaf,NA,Herb,NA,N,Weed,Lawn,NA,L&L,Veg,NA,NA,B8,B10,NA,NA,WdDi,NF,NA,NA,NA,B10,WdDi,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,NA,Aeschynomene,viscidula,AesVis,AeVi,NA,NA,NA,NA,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.5,Faba,Fabales,Faba,Fabaceae,Mim,Albizia,lebbeck,AlbLeb,AlLe,NA,NA,NA,Tree,NA,N,Weed,NA,NA,L&L,Roc,Ham,NA,Roc,Ham,NA,NA,NF,B3H,NA,NA,NA,NA,NA,NA,NA,[4also],,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Alysicarpus,vaginalis,AlyVag,AlVa,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,Ham,NA,NA,WdDi,NA,NA,NA,WdDi,B3H,NA,B5,NA,WdDi,WdDi,NA,NA,[4also],,
A4.5,Faba,Fabales,Faba,Fabaceae,NA,Bauhinia,tomentosa,BauTom,BaTo,NA,NA, NA,Tree,Shrub,Y,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,NA,Bauhinia,variegata,BauVar,BaVa,NA,NA,NA,Tree,NA,N,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Cae,Caesalspina,granadillo,CaeGra,CaGr,NA,NA,NA,Tree,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Cae,Caesalspina,pulcherrima,CaePul,CaPu,NA,Mexican bird of paradise,NA,Shrub,NA,?,Landsc,NA,NA,NA,NA,NA,NA,8252,FrOfc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Mim,Calliandra,tergamina,CalTer,CaTe,NA,NA,NA,Shrub,Tree,Y,Landsc,NA,NA,NA,NA,NA,NA,8260,Tchng,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Canavalia,brasiliensis,CanBra,CaBr,NA,Brazilian jackbean,Easily mistaken for kudzu,Vine,NA,N,Weed,Ham,Roc,L&L,Ham,Roc,NA,B2,Ham,Roc,NA,B2,B3H,NA,NA,NA,NA,NA,H,NA,[4also],,
A4.5,Faba,Fabales,Faba,Fabaceae,NA,Centrosema,virginianum,CenVir,CeVi,NA,NA,NA,Vine,Herb,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.5,Faba,Fabales,Faba,Fabaceae,Cae,Chamaechrista,faciculata,ChaFac,ChFa,NA,NA,NA,Herb,NA,N,Native,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NF,NF,NA,NA,NA,NF,NA,NA,NA,[4also],,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Crotalaria,juncea,CroJun,CrJu,NA,Sun hemp,NA,Herb,NA,N,CropT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,NA,NA,NA,B10,B16,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Crotalaria,pallida,CroPal,CrPa,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,NA,NA,NA,NA,NF,NF,NA,NA,NA,NF,NA,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Crotalaria,pumila,CroPum,CrPu,NA,NA,NA,Herb,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Crotalaria,spectabilis,CroSpe,CrSp,NA,NA,NA,Herb,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NF,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Cae,Delonix,regia,DelReg,DeRe,NA,Royal poinciana,toppled by Irma,Tree,NA,N,Landsc,Weed,NA,L&L,Ham,NA,NA,B1a,Arbo,NA,NA,NF,NF,NA,NA,NA,NA,NA,?1,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Mim,Desmanthus,leptophyllus,DesLep,DeLe,NA,NA,"Occasional, mimosa-like",Herb,NA,N,Weed,NA,NA,Veg,NA,NA,NA,B11,B14,NA,NA,NA,NA,NA,NA,NA,NF,B16,H,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Desmodium,incanum,DesInc,DeIn,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,NA,NA,NA,NA,NF,B3H,NWH,NA,NA,NF,NA,NA,NA,[4also],,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Desmodium,sp.,DesSp.,DeSp.,Sp.,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Desmodium,tortuosum,DesTor,DeTo,NA,NA,NA,Herb,NA,N,Weed,NA,NA,Veg,L&L,NA,NA,NA,NA,NA,NA,NF,NF,NA,NA,NA,NF,NF,NA,NA,[4also],,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Desmodium,triflorum,DesTri,DeTr,NA,NA,NA,Herb,NA,N,Lawn,Weed,NA,L&L,NA,NA,NA,Lawns,NA,NA,NA,WdDi,B3H,NWH,NA,NA,WdDi,NF,NA,NA,[4also],,
A4.5,Faba,Fabales,Faba,Fabaceae,NA,Enterolobium,contortisiliqum,EntCon,EnCo,Sp.,Ear-tree,NA,Tree,NA,?,Landsc,NA,NA,Arbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,NA,Erythrina,herbacea,EryHer,ErHe,Sp.,Coralbean,Lone immature plant,Herb,Shrub,N,Ham,NA,NA,NA,NA,NA,NA,Ham,NA,NA,NA,NF,B3H,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Indigofera,spicata,IndSpi,InSp,NA,NA,NA,Herb,NA,N,Landsc,Lawn,Weed,L&L,NA,NA,NA,Lawns,B6dump,NA,NA,WdDi,NF,NA,NA,NA,WdDi,NF,P,NA,[4also],,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Indigofera,suffruticosa,IndSuf,InSu,NA,NA,NA,Shrub,Herb,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Mim,Leucania,leucocephala,LeuLeu,LeLe,NA,NA,NA,Tree,Shrub,N,Weed,NA,NA,Roc,NA,NA,NA,Roc,Ham,NA,NA,NF,B3H,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Mim,Lysiloma,latisiliquum,LysLat,LyLa,NA,NA,NA,Tree,NA,N,Landsc,Ham,Native,NA,NA,NA,NA,NA,NA,NA,NA,NF,B3H,NWH,NA,NA,NA,NA,NA,NA,[4also],,
A4.5,Faba,Fabales,Faba,Fabaceae,Mim,Lysiloma,sabicu,LysSab,LySa,NA,NA,NA,Tree,NA,?,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,NA,NA,NA,NA,NA,?1,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Macroptilium,lathyroides,MacLat,MaLa,NA,NA,NA,Herb,Vine,N,Weed,NA,NA,Veg,NA,NA,NA,NA,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,WdDi,P,PestHost,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Medicago,lupulina,MedLup,MeLu,NA,NA,Cool season annual,Herb,NA,N,Weed,NA,NA,Veg,L&L,NA,NA,WdDi,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,WdDi,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Melilotus,alba,MelAlb,MeAl,NA,NA,NA,Herb,NA,N,Weed,NA,NA,Veg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,NF,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Millettia [Pongamia],pinnata,MilPin,MiPi,NA,"Pongam, energy tree",NA,Tree,NA,?,Landsc,CropP?,NA,NA,NA,NA,NA,B5,NA,NA,NA,NF,NA,NA,B5,NA,NA,NA,NA,NA,[3],,
A4.5,Faba,Fabales,Faba,Fabaceae,NA,NA,sp.,NA,NA,Gen,NA,"Tamarind-like, prickly",Tree,NA,?,Landsc,NA,NA,NA,NA,NA,NA,Arbo ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,1,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,NA,Neptunia,pubescens,NepPub,NePu,NA,NA,NA,NA,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Phaseolus,vulgaris,PhaVul,PhVu,NA,Snap bean,NA,Herb,NA,?,CropT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Piscidia,piscipula,PisPis,PiPi,NA,"Fishpoison tree, Jamaican dogwood",NA,Tree,Shrub,N,Landsc,Ham,Roc,NA,NA,NA,NA,8267,VergelHome,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Mim,Pithecellobium,dulce,PitDul,PiSp.,Sp.,NA,"~3 40' trees, just N of  irrigation building",Tree,NA,N,Landsc,CropP?,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Poitea [Sabinia],carinalis,PoiCar,PoCa,NA,NA,NA,Tree,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,Arbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Pueraria,montana,PueMon,PuMo,NA,Kudzu,NA,Vine,NA,N,Weed,NA,NA,Roc,NA,NA,NA,Roc,NA,NA,NA,NF,NF,NWH?,NA,NA,NA,NA,NA,NA,[4also],,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Rhynchosia,minima,RhyMin,RhMi,NA,Snout bean,NA,Vine,NA,N,Weed,Roc,Ham,L&L,NA,NA,NA,NA,NA,NA,NA,WdDi,NF,NA,NA,NA,B10,WdDi,NA,NA,[4also],,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Rhynchosia,reniformis,RhyRen,RhRe,NA,NA,1-leaflet leaves,Herb,NA,N,Roc,Native,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,[4also],,
A4.5,Faba,Fabales,Faba,Fabaceae,Cae,Senna,ligustrina,SenLig,SeLi,NA,NA,NA,Shrub,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.5,Faba,Fabales,Faba,Fabaceae,Cae,Senna,mexicana,SenMex,SeMe,NA,NA,NA,Shrub,NA,N,Landsc,Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,B3H,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Cae,Senna,obtusifolia,SenObt,SeOb,NA,"Coffeeweed, sicklepod",NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,B1a,Arbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Cae,Senna,polyphylla,SenPol,SePo,NA,NA,NA,Tree,Shrub,Y,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?1,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Cae,Senna,surattensis,SenSur,SeSu,NA,NA,NA,Tree,Shrub,?,Landsc,NA,NA,NA,NA,NA,NA,8269,StuHsng,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Sophora,sp.,SopSp.,SoSp.,Gen,NA,NA,Shrub,NA,N,Landsc,NA,NA,NA,NA,NA,NA,8216,PltClnc,Ham,NA,NF,B3H,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Faba,Fabales,Faba,Fabaceae,Pap,Stylosanthes ,hamata,StyHam,StHa,NA,NA,NA,Herb,NA,N,Weed,Lawn,NA,L&L,Ham,NA,NA,Ham,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,WdDi,NA,NA,[4also],,
A4.5,Faba,Fabales,Faba,Fabaceae,NA,Tamarindus,indica,TamInd,TaIn,NA,Tamarind,Includes sweet tamarind,Tree,NA,?,Landsc,CropP,NA,NA,NA,NA,NA,B1,B2,NA,NA,B2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Faga,Fagales,Faga,Fagaceae,NA,Quercus,virginiana,QueVir,QuVi,NA,Live oak,NA,Tree,NA,N,Roc,Ham,Native,NA,NA,NA,NA,Roc,Ham,NA,NA,NF,B3H,NA,NA,NA,NA,NA,NA,NA,[4also],,
A3,Zing,Zingeberales,Heli,Heliconiaceae,NA,Heliconia,nr. acuminata,HelNr.Acu,HeNr.Ac,Sp.,NA,"Orange, but no red, on fls",Herb,Shrub,Y,Landsc,NA,NA,NA,NA,NA,NA,8260,Tchng,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Zing,Zingeberales,Heli,Heliconiaceae,NA,Heliconia,rostrata,HelRos,HeRo,NA,NA,NA,Herb,Shrub,Y,Landsc,NA,NA,NA,NA,NA,NA,8257,Ento,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A2,Aspa,Asparagales,Hemo,Hemorocallidaceae,NA,Dianella,ensifolia/madagascarensis,DiaSp.,DiSp.2,Sp.,Flax lily,Fls in panicles,Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8216,PltClnc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Sola,Solanales,Hydr,Hydrophyllaceae,NA,Nama,jamaicensis,NamJam,NaJa,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,Veg,NA,NA,WdDi,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,WdDi,H,P,NA,,
A2,Aspa,Asparagales,Irid,Iridaceae?,NA,~Iris,sp.,NA,NA,Fam,NA,NA,Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8252,FrOfc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Lami,Lamiales,Lami,Lamiaceae,NA,Callicarpa,americana,CalAme,CaAm,NA,NA,NA,Shrub,Herb,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.8,Lami,Lamiales,Lami,Lamiaceae,NA,Ocimum ,basilicum,OciBas,NA,NA,Basil,NA,Herb,NA,?,CropT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Lami,Lamiales,Lami,Lamiaceae,NA,Salvia,occidentalis,SalOcc,SaOc,NA,West Indian sage,NA,Herb,Vine,N,Weed,NA,NA,L&L,NA,NA,NA,WdDi,NA,NA,NA,WdDi,B3H?,NWH,NA,NA,WdDi,NF,H,NA,NA,,
A4.8,Lami,Lamiales,Lami,Lamiaceae,NA,Scutellaria,havanensis,ScuHav,ScHa,NA,NA,NA,Herb,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4also],,
A4.8,Lami,Lamiales,Lami,Lamiaceae,NA,Vitex,glabrata,VitGla,ViGl,Sp.,Smooth chastetree,Rare,Tree,Shrub,N,Ham,NA,NA,NA,NA,NA,NA,B3H,NA,NA,NA,NF,B3H,NA,NA,NA,NA,NA,NH,NA,NA,,
A1.5,Laur,Laurales,Laur,Lauraceae,NA,Persea/Ocotea,sp.,NA,NA,Fam,NA,NA,Shrub,Tree,N,Ham,NA,NA,NA,NA,NA,NA,B3H,NA,NA,NA,NA,B3H,NA,NA,NA,NA,NA,NA,NA,NA,,
A1.5,Laur,Laurales,Laur,Lauraceae,NA,Cassytha,filiformis,CasFil,CaFi,NA,NA,Resembles dodder,Vine,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,[4also],,
A1.5,Laur,Laurales,Laur,Lauraceae,NA,Persea,americana,PerAme,PeAm,NA,Avocado,NA,Tree,NA,?,CropP,NA,NA,NA,NA,NA,NA,B2,B3,NA,NA,B2,B3,NA,B5,NA,B10,NA,NA,NA,[3],,
A4.8,Eric,Ericales,Lecy,Lecythidaceae,NA,Coroupita,guianensis,CorGui,CoGu,NA,Cannon-ball tree,NA,Tree,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8215,Shop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Myrt,Myrtales,Lyth,Lythraceae,NA,Lagerstroemia,speciosa,LagSpe,LaSp2,NA,NA,NA,Tree,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,Arbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,
A4.5,Malp,Malpighiales,Malp,Malpighiaceae,NA,Byrsonima,lucida,ByrLuc,ByLu,NA,Long key locust berry,NA,Shrub,Tree,N,Landsc,NA,NA,NA,NA,NA,NA,8216?,PltClnc?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4also],,
A4.5,Malp,Malpighiales,Malp,Malpighiaceae,NA,Galphima,glauca,GalGla,GaGl,NA,Thriallis,NA,Shrub,Tree,Y,Landsc,NA,NA,NA,NA,NA,NA,8266,SoilSci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Malv,Malvales,Malv,Malvaceae,NA,~Urena,NA,NA,NA,Fam,NA,SW cor of Roc (not Suc),Herb,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Malv,Malvales,Malv,Malvaceae,NA,Abelmoscus,esculentus,AbeEsc,AbEs,NA,Okra,NA,Herb,NA,N,CropT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,B16,NA,NA,NA,,
A4.5,Malv,Malvales,Malv,Malvaceae,NA,Ayenia,euphrasifolia,AyeEup,AyEu,NA,NA,NA,NA,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.5,Malv,Malvales,Malv,Malvaceae,NA,Doubeya,wallichi,DouWal,DoWa,NA,NA,NA,Shrub,Tree,Y,Landsc,NA,NA,NA,NA,NA,NA,8253,Wlabs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Malv,Malvales,Malv,Malvaceae,NA,Hibiscus,sp.,HibSp.,HiSp.,Sp.,Hibiscus,NA,Shrub,Tree,Y,Landsc,NA,NA,NA,NA,NA,NA,B4,HsgTrlr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Malv,Malvales,Malv,Malvaceae,NA,Sida,ulmifolia,SidUlm,SiUl,NA,NA,NA,Herb,NA,N,Weed,NA,NA,NA,NA,NA,NA,L&L,Veg,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,WdDi,NA,NA,[4also],,
A4.5,Myrt,Myrtales,Mela,Melastomataceae,NA,Tetrazygia,bicolor,TetBic,TeBi,NA,NA,NA,Shrub,Tree,N,Roc,Native,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,[4also],,
A4.5,Myrt,Myrtales,Mela,Melastomataceae,NA,Tibouchina,nr. lepota,NA,NA,sp.,NA,"Showy, deep purple flowers",Herb,Shrub,Y,Landsc,NA,NA,NA,NA,NA,NA,8252,FrOfc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Sapi,Sapindales,Meli,Meliaceae,NA,Azadirachta,indica,AzaInd,AzIn,NA,Neem tree,NA,Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2N,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Sapi,Sapindales,Meli,Meliaceae,NA,Swietenia,mahogani,SwiMah,SwMa,NA,West Indian mahogany,NA,Tree,NA,N,Ham,NA,NA,NA,NA,NA,NA,Ham,NA,NA,NA,NA,B3H,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Rosa,Rosales,Mora,Moraceae,NA,Artocarpus,heterophyllus,ArtHet,ArHe2,NA,Jackfruit,NA,Tree,NA,Y,CropP,NA,NA,NA,NA,NA,NA,B2S,NA,NA,NA,B2S,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Rosa,Rosales,Mora,Moraceae,NA,Brosemum,alicastrum,BroAli,BrAl,NA,Breadnut,NA,Tree,NA,N,Landsc,NA,NA,NA,NA,NA,NA,8245,ChemStrg,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,,
A4.5,Rosa,Rosales,Mora,Moraceae,NA,Ficus,aurea,FicAur,FiAu,NA,NA,NA,Tree,NA,N,Native,Ham,NA,NA,NA,NA,NA,Ham,NA,NA,NA,NF,B3H,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Rosa,Rosales,Mora,Moraceae,NA,Ficus,benjamina,FicBen,FiBe,NA,NA,NA,Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,8267,VergelHome,B5,NA,NA,NA,NA,B5,NA,NA,NA,NA,NA,NA,,
